loc_x,loc_y,cross_end_loc_x,cross_end_loc_y,pass_length,pass_height,freeze_frame,outcome,cross_origin,cross_dest,zone_pressure,zone_support,cross_pressure,cross_height
116.42279,57.76511,114.3,40.8,16.686821,Ground Pass,"[{'location': [102.17587, 47.057102], 'player': {'name': 'Denis Lemi Zakaria Lako Lado'}, 'position': {'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.96965, 64.108315], 'player': {'name': 'Denis Lemi Zakaria Lako Lado'}, 'position': {'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.03845, 44.82896], 'player': {'name': 'Denis Lemi Zakaria Lako Lado'}, 'position': {'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.10428, 45.05688], 'player': {'name': 'Denis Lemi Zakaria Lako Lado'}, 'position': {'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.40367, 41.35994], 'player': {'name': 'Denis Lemi Zakaria Lako Lado'}, 'position': {'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.516464, 42.092754], 'player': {'name': 'Denis Lemi Zakaria Lako Lado'}, 'position': {'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.46249, 55.351982], 'player': {'name': 'Denis Lemi Zakaria Lako Lado'}, 'position': {'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.530624, 45.16699], 'player': {'name': 'Denis Lemi Zakaria Lako Lado'}, 'position': {'name': 'Center Attacking Midfield'}, 'teammate': False}]",0,2,3,5,1,1,1
111.60742,57.827965,116.3,43.2,15.376931,High Pass,"[{'location': [88.47273, 26.15311], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [90.94109, 45.75387], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [92.68628, 41.406185], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [93.34979, 37.744995], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [96.89718, 43.516117], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [100.049576, 61.043007], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [101.029335, 33.305843], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [108.63893, 41.24956], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [109.116264, 40.45734], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [111.527084, 59.29631], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [111.598114, 44.727768], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [117.25694, 43.69248], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Left Wing'}, 'teammate': False}]",0,2,3,3,1,1,0
114.59268,24.677357,119.9,56.3,34.688328,Low Pass,"[{'location': [102.38456, 37.317753], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [102.45074, 42.632217], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [107.5518, 36.873188], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [108.43431, 26.148153], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [110.44204, 51.095333], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [111.18754, 34.3451], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [112.05502, 36.391808], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [113.486916, 36.43219], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [113.749695, 46.587337], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [115.12451, 40.574924], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [115.40521, 32.6794], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [115.78706, 40.509335], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [119.51292, 34.595863], 'player': {'name': 'Jordi Alba Ramos'}, 'position': {'name': 'Left Back'}, 'teammate': False}]",0,4,2,0,1,0,2
97.18103,64.8033,111.3,47.1,20.554804,High Pass,"[{'location': [85.584236, 56.40656], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [89.384, 57.109932], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [90.125404, 43.283432], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [95.93136, 43.112408], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [96.703094, 55.41059], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [99.468, 62.05382], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [102.27754, 71.052246], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [102.834816, 59.647373], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [104.17682, 53.387054], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [104.53412, 61.885986], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [104.871895, 31.831535], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [105.7055, 39.5008], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [105.81149, 50.44587], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [106.39429, 33.072144], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [106.921165, 47.953365], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [116.377045, 43.171093], 'player': {'name': 'Nikola Vlašić'}, 'position': {'name': 'Right Wing'}, 'teammate': False}]",0,0,3,4,1,0,0
115.77132,60.253998,116.5,46.5,14.105673,Ground Pass,"[{'location': [95.47602, 25.90983], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [98.26966, 49.822685], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [103.770615, 43.3484], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [105.76983, 60.301598], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [107.023674, 47.457375], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [111.80474, 58.550922], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [111.91686, 37.076385], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [112.08945, 35.89603], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [112.702034, 44.61128], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [113.76913, 42.887623], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [114.19359, 56.96736], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [114.36461, 42.223553], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [116.61104, 39.615612], 'player': {'name': 'Domenico Berardi'}, 'position': {'name': 'Right Wing'}, 'teammate': False}]",0,2,3,5,3,0,1
105.46775,65.109055,110.0,43.6,22.929674,High Pass,"[{'location': [87.471725, 59.536694], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [91.58915, 51.483196], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': True}, {'location': [100.9182, 51.001507], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [105.99885, 39.31685], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [106.700966, 40.26146], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': True}, {'location': [107.405136, 34.78868], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': True}, {'location': [107.65573, 64.38647], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [108.58268, 53.03685], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [108.74778, 48.825256], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': True}, {'location': [110.5294, 35.644985], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [110.80449, 40.943268], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [111.501755, 46.519547], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [118.49417, 42.992546], 'player': {'name': 'Oleksandr Karavaev'}, 'position': {'name': 'Right Back'}, 'teammate': False}]",0,0,3,5,3,1,0
110.472534,58.07464,110.9,34.9,22.863289,Ground Pass,"[{'location': [97.45493, 40.2524], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [102.49933, 46.259785], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [105.00545, 46.80899], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [105.39286, 60.226383], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [106.215034, 39.39806], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [108.454025, 47.77606], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [109.58535, 57.82048], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [118.53746, 42.25779], 'player': {'name': 'Martin Braithwaite Christensen'}, 'position': {'name': 'Right Wing'}, 'teammate': False}]",0,2,3,4,1,1,1
88.56266,8.84996,104.1,37.3,32.244225,High Pass,"[{'location': [82.38975, 11.90891], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [92.00232, 12.64876], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [97.40839, 26.82663], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [98.16661, 23.330673], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [98.353485, 1.119965], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [99.59217, 13.38648], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [101.20593, 25.349453], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [101.26036, 49.113804], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [101.72011, 37.79497], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [103.27488, 48.443466], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [104.60003, 51.4302], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [105.105225, 43.804176], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [105.15404, 35.946358], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [105.808075, 44.868477], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [106.2594, 40.558224], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [115.84071, 40.21054], 'player': {'name': 'Mert Müldür'}, 'position': {'name': 'Left Back'}, 'teammate': False}]",0,1,3,5,1,0,0
116.556145,4.8639636,112.2,41.5,36.507534,High Pass,"[{'location': [93.27136, 42.631207], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [98.17231, 32.811657], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [100.11505, 37.40385], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [101.21616, 7.3173814], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [105.109566, 35.029057], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [106.97819, 25.31587], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [107.0517, 20.731663], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [107.58285, 49.268677], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [108.64557, 28.483475], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [110.11829, 35.76248], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [111.68148, 40.74094], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': True}, {'location': [112.581116, 45.185993], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [112.922775, 40.428024], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [113.76311, 35.81546], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [113.954735, 32.53072], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [116.258575, 12.769286], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': False}, {'location': [116.8454, 38.92426], 'player': {'name': 'Ludwig Augustinsson'}, 'position': {'name': 'Left Back'}, 'teammate': False}]",0,1,3,7,2,0,0
97.4122,7.9809732,111.5,46.3,46.461704,High Pass,"[{'location': [82.38773, 36.443077], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [92.52445, 19.565823], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [93.71044, 44.866825], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [94.28305, 35.460697], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [101.81342, 16.410938], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [102.07347, 24.933931], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [103.22475, 47.899475], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [103.68403, 42.149853], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [104.10807, 36.37663], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [105.605125, 35.237312], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [105.84976, 31.031792], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [106.023186, 40.423683], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [106.307556, 40.639786], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [106.326614, 32.51716], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': True}, {'location': [106.41992, 45.998886], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [106.521454, 43.40659], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [106.950485, 36.49306], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [107.295586, 41.893646], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [108.48908, 35.046867], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}, {'location': [116.16689, 41.469543], 'player': {'name': 'Lorenzo Insigne'}, 'position': {'name': 'Left Wing'}, 'teammate': False}]",0,1,3,9,5,0,0
91.965385,69.89347,110.5,43.2,38.17905,High Pass,"[{'location': [84.61265, 37.108192], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': True}, {'location': [85.12277, 14.710205], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': True}, {'location': [85.66467, 52.89092], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': True}, {'location': [86.34246, 59.641808], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': False}, {'location': [88.62637, 51.321594], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': False}, {'location': [89.733826, 27.818745], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': False}, {'location': [95.86554, 64.94304], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': False}, {'location': [98.98732, 37.91734], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.82592, 54.693146], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.3019, 37.932434], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': True}, {'location': [103.84612, 50.50491], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': True}, {'location': [104.5227, 41.37779], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': True}, {'location': [105.08017, 32.838055], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.321785, 38.27461], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.99323, 44.721424], 'player': {'name': 'Stephen O""Donnell'}, 'position': {'name': 'Right Wing Back'}, 'teammate': False}]",0,0,3,3,2,0,0
110.28759,61.25332,107.3,33.5,27.4505,Ground Pass,"[{'location': [91.63042, 30.24336], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [96.81176, 50.02945], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [100.25452, 67.15592], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [101.70156, 59.633663], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [103.133354, 39.526627], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [103.93784, 31.131447], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [104.34702, 78.77395], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [106.07003, 63.669926], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [107.20908, 64.09454], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [109.19309, 52.332886], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': True}, {'location': [110.635635, 58.082493], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [110.76896, 48.102703], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': False}, {'location': [118.56791, 43.46055], 'player': {'name': 'Lukáš Masopust'}, 'position': {'name': 'Right Wing'}, 'teammate': False}]",0,2,3,3,1,0,1
117.371956,79.42325,115.6,49.2,21.659178,High Pass,"[{'location': [91.610596, 73.746956], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': True}, {'location': [97.442276, 45.796833], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': True}, {'location': [99.965096, 45.27544], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [104.48264, 32.19563], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': True}, {'location': [105.813324, 48.480762], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [106.85302, 43.801014], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': True}, {'location': [108.329994, 41.896385], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': True}, {'location': [109.619, 40.548306], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [110.18865, 74.2473], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': True}, {'location': [110.628105, 71.81595], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [111.04056, 35.11466], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [111.256874, 43.60667], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [113.54352, 50.388737], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [117.33345, 76.59735], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': False}, {'location': [118.25058, 43.74607], 'player': {'name': 'Mikael Lustig'}, 'position': {'name': 'Right Back'}, 'teammate': False}]",0,0,3,5,3,1,0
99.38796,19.95125,113.6,42.4,32.509846,High Pass,"[{'location': [93.29831, 11.5628], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.43069, 36.22841], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.95457, 38.718006], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.49437, 21.393253], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.14876, 51.67108], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.32021, 22.025787], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.52072, 31.45571], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.60198, 25.597717], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.81931, 44.103134], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.97666, 43.687496], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.80618, 41.03111], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.15742, 35.62311], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.86126, 23.667656], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.51618, 36.72616], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [117.64633, 39.125256], 'player': {'name': 'Mateusz Andrzej Klich'}, 'position': {'name': 'Left Defensive Midfield'}, 'teammate': False}]",0,5,3,5,2,2,0
